ad_id,created_date,market,language,ad_format,industry_vertical,advertiser_tier,campaign_objective,policy_category,risk_level,ad_text,landing_page_claim,golden_label,human_label,llm_label,llm_confidence_score,human_confidence_score,review_time_seconds,appeal_submitted,appeal_result,bpo_team,reviewer_tenure,error_type,is_llm_correct,is_human_correct,is_human_ai_agreement,is_advertiser_over_rejection,is_policy_risk_miss,is_low_confidence_case,is_high_risk_approval_miss,recommended_action,llm_severity_score,golden_severity_score,human_severity_score,is_policy_ambiguous,is_appeal_reversed
AD02655,2024-10-18,DE,German,Display Ad,Gaming,mid_market,Sales,Safe Ad,medium,Book your summer getaway with flexible cancellation,Free trial followed by monthly subscription,approved,approved,approved,0.99,0.99,90,False,not_submitted,BPO_E,new,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD02656,2024-09-06,MX,Spanish,Shopping Ad,Beauty,enterprise,Lead Generation,Landing Page Issue,medium,Your custom quote is ready — click to view,Pricing subject to change,approved,approved,escalated,0.512,0.97,78,False,not_submitted,BPO_C,intermediate,over_rejection,False,True,False,True,False,True,False,route_to_human_review,2,0,0,False,False
AD02657,2024-11-11,US,English,Shopping Ad,Gaming,small_business,Conversions,Misleading Claim,low,Earn passive income with our proven system,Not available in all regions,rejected,rejected,approved,0.418,0.973,85,False,not_submitted,BPO_C,new,policy_risk_miss,False,True,False,False,True,True,False,route_to_human_review,0,3,3,False,False
AD02658,2024-08-25,ES,Spanish,Shopping Ad,Mobile Apps,small_business,Brand Awareness,Restricted Product,medium,Tobacco accessories shop — ID verification required,Professional advice recommended,approved_limited,approved_limited,approved_limited,0.89,0.924,91,False,not_submitted,BPO_D,new,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD02659,2024-05-18,FR,French,Search Ad,Retail,mid_market,Retargeting,Scam or Suspicious Offer,high,Congratulations — you qualify for a special offer,Standard delivery times apply,escalated,approved_limited,rejected,0.316,0.702,318,False,not_submitted,BPO_D,intermediate,over_rejection,False,False,False,True,False,True,False,route_to_human_review,3,2,1,True,False
AD02660,2024-01-23,UK,English,Social Feed Ad,Retail,small_business,App Installs,Safe Ad,low,Discover our latest seasonal offers,Promotional pricing for new customers only,approved,approved,approved,0.982,0.904,25,False,not_submitted,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD02661,2024-01-13,BR,Portuguese,Video Ad,Retail,small_business,Sales,Landing Page Issue,high,Best deal online — click here to learn more,Clinically inspired formula,approved_limited,escalated,approved_limited,0.869,0.471,204,False,not_submitted,BPO_A,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration,1,1,2,False,False
AD02662,2024-12-17,US,English,App Install Ad,Education,small_business,Retargeting,Scam or Suspicious Offer,high,You have been selected for an exclusive prize,Rates may vary by eligibility,escalated,escalated,escalated,0.918,0.895,192,False,not_submitted,BPO_E,experienced,none,True,True,True,False,False,False,False,no_action_required,2,2,2,False,False
AD02663,2024-10-11,US,English,Social Feed Ad,Retail,enterprise,Brand Awareness,Safe Ad,medium,New styles added daily — shop now,Results depend on individual use,approved,escalated,approved,0.925,0.442,69,False,not_submitted,BPO_A,new,none,True,False,False,False,False,False,False,flag_for_calibration,0,0,2,False,False
AD02664,2024-05-02,UK,English,App Install Ad,Retail,small_business,Sales,Adult or Suggestive Content,medium,Adult social platform — age verification required,No purchase required,rejected,rejected,rejected,0.942,0.894,87,False,not_submitted,BPO_E,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD02665,2024-12-14,DE,German,Search Ad,Education,mid_market,App Installs,Misleading Claim,medium,Outperforms every competitor in independent tests,Terms and conditions apply,rejected,rejected,rejected,0.916,0.921,135,False,not_submitted,BPO_C,new,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD02666,2024-03-30,BR,Portuguese,Video Ad,Gaming,small_business,Sales,Safe Ad,low,This course helps beginners learn data analytics,Limited availability,approved,approved,approved,0.973,0.908,40,False,not_submitted,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD02667,2024-10-08,MX,Spanish,Shopping Ad,Retail,small_business,Lead Generation,Scam or Suspicious Offer,medium,Exclusive offer — act now or lose your spot,Customer testimonials shown,rejected,approved_limited,escalated,0.956,0.642,238,True,upheld,BPO_D,new,market_nuance_error,False,False,False,False,True,False,False,add_to_model_feedback,2,3,1,True,False
AD02668,2024-03-18,FR,French,Display Ad,Gaming,mid_market,App Installs,Safe Ad,low,Premium beauty bundle with customer reviews,Subscription renews monthly,approved,approved,approved,0.923,0.932,45,False,not_submitted,BPO_E,new,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD02669,2024-09-16,ES,Spanish,Social Feed Ad,Health and Wellness,small_business,Traffic,Political or Sensitive Content,high,Sign the petition for transparent public spending,Check local rules before applying,escalated,escalated,escalated,0.863,0.777,82,False,not_submitted,BPO_A,experienced,none,True,True,True,False,False,False,False,no_action_required,2,2,2,False,False
AD02670,2024-01-26,DE,German,Video Ad,Health and Wellness,mid_market,Conversions,Scam or Suspicious Offer,high,Verify your account to receive your free reward,Product information updated regularly,escalated,escalated,escalated,0.961,0.982,144,False,not_submitted,BPO_E,experienced,none,True,True,True,False,False,False,False,no_action_required,2,2,2,False,False
AD02671,2024-09-06,ES,Spanish,App Install Ad,Travel,mid_market,Brand Awareness,Restricted Product,high,Premium vaping accessories for adult users,Individual results may vary,rejected,approved,rejected,0.843,0.376,389,False,not_submitted,BPO_D,new,none,True,False,False,False,False,False,False,flag_for_calibration,3,3,0,False,False
AD02672,2024-06-15,DE,German,Search Ad,Beauty,mid_market,Sales,Political or Sensitive Content,high,Join the conversation about fair representation,Offer valid while stocks last,rejected,rejected,rejected,0.897,0.888,188,False,not_submitted,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD02673,2024-07-31,US,English,App Install Ad,Health and Wellness,small_business,Traffic,Financial Product Claim,medium,Apply for a business credit line with no hidden fees,Age verification required,approved_limited,approved_limited,approved,0.455,0.861,140,False,not_submitted,BPO_C,experienced,claim_substantiation_issue,False,True,False,False,True,True,False,route_to_human_review,0,1,1,False,False
AD02674,2024-01-16,DE,German,Video Ad,Finance,enterprise,Traffic,Landing Page Issue,medium,Special rate unlocked — visit landing page now,Subject to regulatory approval,approved_limited,approved_limited,approved_limited,0.96,0.987,86,False,not_submitted,BPO_D,intermediate,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD02675,2024-05-14,ES,Spanish,Video Ad,Travel,small_business,Traffic,Restricted Product,low,Same-day alcohol delivery in select areas,Free trial followed by monthly subscription,approved,approved,rejected,0.389,0.896,61,False,not_submitted,BPO_A,intermediate,over_rejection,False,True,False,True,False,True,False,route_to_human_review,3,0,0,False,False
AD02676,2024-02-28,DE,German,Video Ad,Gaming,enterprise,App Installs,Restricted Product,low,Regulated gambling platform — play responsibly,Pricing subject to change,approved_limited,approved,approved_limited,0.898,0.46,61,False,not_submitted,BPO_C,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration,1,1,0,False,False
AD02677,2024-08-13,DE,German,Display Ad,Travel,small_business,Lead Generation,Restricted Product,medium,Sports betting — new member welcome offer,Not available in all regions,approved_limited,approved_limited,approved_limited,0.857,0.932,132,False,not_submitted,BPO_D,experienced,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD02678,2024-01-02,BR,Portuguese,App Install Ad,Travel,small_business,Traffic,Adult or Suggestive Content,medium,Exclusive member content for adult subscribers,Professional advice recommended,rejected,rejected,approved_limited,0.422,0.98,127,False,not_submitted,BPO_C,intermediate,market_nuance_error,False,True,False,False,True,True,False,route_to_human_review,1,3,3,False,False
AD02679,2024-11-26,IT,Italian,App Install Ad,Retail,mid_market,Sales,Scam or Suspicious Offer,medium,Congratulations — you qualify for a special offer,Standard delivery times apply,rejected,approved_limited,escalated,0.514,0.347,143,False,not_submitted,BPO_C,new,market_nuance_error,False,False,False,False,True,True,False,route_to_human_review,2,3,1,True,False
AD02680,2024-03-04,US,English,App Install Ad,Finance,small_business,App Installs,Landing Page Issue,medium,Details not shown here — view on our landing page,Promotional pricing for new customers only,approved,escalated,approved,0.85,0.436,135,False,not_submitted,BPO_C,new,none,True,False,False,False,False,False,False,flag_for_calibration,0,0,2,False,False
AD02681,2024-07-09,BR,Portuguese,App Install Ad,Gaming,mid_market,Traffic,Brand Safety Risk,high,"Unbranded alternatives — same quality, lower price",Clinically inspired formula,rejected,rejected,approved,0.262,0.978,133,True,upheld,BPO_C,intermediate,high_risk_approval_miss,False,True,False,False,True,True,True,escalate_to_human_review,0,3,3,False,False
AD02682,2024-12-29,BR,Portuguese,Social Feed Ad,Education,enterprise,Brand Awareness,Political or Sensitive Content,high,Join the conversation about fair representation,Rates may vary by eligibility,approved,escalated,approved,0.89,0.514,173,False,not_submitted,BPO_E,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration,0,0,2,False,False
AD02683,2024-05-29,UK,English,Video Ad,Finance,enterprise,Retargeting,Adult or Suggestive Content,medium,Lingerie and intimate wear — discreet delivery,Results depend on individual use,rejected,rejected,rejected,0.884,0.969,107,True,upheld,BPO_E,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD02684,2024-07-16,ES,Spanish,Shopping Ad,Health and Wellness,mid_market,Lead Generation,Financial Product Claim,medium,Find the best savings rate for your goals,No purchase required,approved_limited,approved_limited,approved_limited,0.98,0.896,77,False,not_submitted,BPO_E,experienced,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD02685,2024-12-16,US,English,Search Ad,Beauty,strategic_account,Retargeting,Scam or Suspicious Offer,medium,Enter your details to unlock your mystery reward,Terms and conditions apply,rejected,rejected,rejected,0.905,0.91,101,True,upheld,BPO_A,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD02686,2024-01-25,IT,Italian,Shopping Ad,E-commerce,mid_market,Lead Generation,Safe Ad,low,Get 20% off your first skincare order today,Limited availability,approved,approved,approved,0.862,0.883,30,True,upheld,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD02687,2024-07-24,UK,English,Video Ad,Finance,small_business,Traffic,Adult or Suggestive Content,high,Mature content platform — verified adult access,Customer testimonials shown,approved_limited,approved_limited,escalated,0.938,0.866,132,False,not_submitted,BPO_E,new,over_rejection,False,True,False,True,False,False,False,add_to_model_feedback,2,1,1,False,False
AD02688,2024-07-24,IT,Italian,Social Feed Ad,Health and Wellness,enterprise,Traffic,Safe Ad,low,Free delivery on orders over 30 EUR,Subscription renews monthly,rejected,rejected,approved_limited,0.368,0.93,35,True,upheld,BPO_D,intermediate,market_nuance_error,False,True,False,False,True,True,False,route_to_human_review,1,3,3,False,False
AD02689,2024-09-21,UK,English,Display Ad,Finance,small_business,Traffic,Financial Product Claim,medium,Refinance your loan and lower your monthly payment,Check local rules before applying,rejected,rejected,rejected,0.946,0.931,137,True,upheld,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD02690,2024-08-07,DE,German,Display Ad,Education,small_business,Lead Generation,Landing Page Issue,medium,Details not shown here — view on our landing page,Product information updated regularly,approved,approved,approved,0.978,0.905,110,False,not_submitted,BPO_D,experienced,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD02691,2024-06-24,MX,Spanish,Search Ad,Mobile Apps,small_business,Lead Generation,Landing Page Issue,high,Best deal online — click here to learn more,Individual results may vary,approved_limited,approved_limited,approved_limited,0.916,0.967,138,False,not_submitted,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD02692,2024-07-18,US,English,Video Ad,Travel,small_business,App Installs,Landing Page Issue,low,Exclusive offer — see our website for full details,Offer valid while stocks last,approved_limited,approved_limited,approved_limited,0.952,0.874,80,False,not_submitted,BPO_E,new,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD02693,2024-04-13,BR,Portuguese,Video Ad,Beauty,small_business,App Installs,Brand Safety Risk,low,Off-brand gadgets with comparable performance,Age verification required,rejected,approved_limited,rejected,0.896,0.524,35,True,upheld,BPO_C,experienced,none,True,False,False,False,False,False,False,flag_for_calibration,3,3,1,False,False
AD02694,2024-05-02,MX,Spanish,Display Ad,Food and Beverage,small_business,Retargeting,Misleading Claim,high,Double your savings with our exclusive method,Subject to regulatory approval,approved,approved,escalated,0.935,0.898,163,False,not_submitted,BPO_C,experienced,over_rejection,False,True,False,True,False,False,False,add_to_model_feedback,2,0,0,False,False
AD02695,2024-12-12,BR,Portuguese,Display Ad,Health and Wellness,mid_market,Traffic,Landing Page Issue,medium,Click to reveal your personalized offer,Free trial followed by monthly subscription,approved,approved,approved,0.881,0.874,139,False,not_submitted,BPO_D,new,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD02696,2024-08-27,UK,English,Social Feed Ad,Beauty,enterprise,Retargeting,Adult or Suggestive Content,low,Dating service for singles — create your profile,Pricing subject to change,rejected,rejected,rejected,0.895,0.889,42,True,upheld,BPO_A,experienced,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD02697,2024-09-06,BR,Portuguese,Display Ad,Travel,strategic_account,Conversions,Scam or Suspicious Offer,high,Exclusive offer — act now or lose your spot,Not available in all regions,escalated,escalated,escalated,0.967,0.877,199,False,not_submitted,BPO_D,experienced,none,True,True,True,False,False,False,False,no_action_required,2,2,2,False,False
AD02698,2024-02-22,FR,French,Shopping Ad,Gaming,small_business,Retargeting,Misleading Claim,medium,One simple approach to improve your outcomes fast,Professional advice recommended,approved_limited,approved_limited,approved_limited,0.9,0.901,82,False,not_submitted,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD02699,2024-05-21,US,English,Search Ad,E-commerce,small_business,Traffic,Financial Product Claim,low,Refinance your loan and lower your monthly payment,Standard delivery times apply,approved_limited,approved_limited,approved_limited,0.964,0.93,68,True,upheld,BPO_A,intermediate,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD02700,2024-03-21,BR,Portuguese,Social Feed Ad,Retail,mid_market,Traffic,Safe Ad,low,Book your summer getaway with flexible cancellation,Promotional pricing for new customers only,approved_limited,approved_limited,approved_limited,0.965,0.956,53,True,upheld,BPO_A,new,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD02701,2024-12-12,IT,Italian,Search Ad,Beauty,small_business,Traffic,Restricted Product,medium,Premium vaping accessories for adult users,Clinically inspired formula,approved_limited,approved_limited,rejected,0.504,0.957,83,False,not_submitted,BPO_A,experienced,over_rejection,False,True,False,True,False,True,False,route_to_human_review,3,1,1,False,False
AD02702,2024-12-29,DE,German,Video Ad,Beauty,small_business,Lead Generation,Political or Sensitive Content,low,Join the conversation about fair representation,Rates may vary by eligibility,rejected,rejected,approved,0.392,0.941,88,True,upheld,BPO_A,intermediate,market_nuance_error,False,True,False,False,True,True,False,route_to_human_review,0,3,3,False,False
AD02703,2024-05-02,US,English,Social Feed Ad,Travel,mid_market,Retargeting,Financial Product Claim,medium,Apply for a business credit line with no hidden fees,Results depend on individual use,rejected,approved_limited,rejected,0.933,0.553,88,False,not_submitted,BPO_A,experienced,none,True,False,False,False,False,False,False,flag_for_calibration,3,3,1,False,False
AD02704,2024-05-31,BR,Portuguese,Social Feed Ad,Gaming,enterprise,App Installs,Brand Safety Risk,high,Independent reviews of popular consumer products,No purchase required,approved_limited,approved_limited,approved_limited,0.948,0.964,183,False,not_submitted,BPO_B,new,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD02705,2024-09-07,IT,Italian,Video Ad,Mobile Apps,small_business,Conversions,Landing Page Issue,medium,Click to reveal your personalized offer,Terms and conditions apply,approved,approved,approved,0.945,0.938,141,False,not_submitted,BPO_E,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD02706,2024-02-23,DE,German,Video Ad,Beauty,mid_market,Brand Awareness,Safe Ad,low,Try our award-winning customer service,Limited availability,approved,rejected,approved,0.937,0.412,22,True,reversed,BPO_A,experienced,none,True,False,False,False,False,False,False,flag_for_calibration,0,0,3,False,True
AD02707,2024-07-23,MX,Spanish,Search Ad,Gaming,mid_market,App Installs,Scam or Suspicious Offer,high,Exclusive offer — act now or lose your spot,Customer testimonials shown,rejected,rejected,rejected,0.918,0.971,226,True,upheld,BPO_D,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD02708,2024-03-20,UK,English,Video Ad,Health and Wellness,enterprise,Brand Awareness,Health Claim,medium,Wellness supplements crafted from natural extracts,Subscription renews monthly,rejected,rejected,rejected,0.979,0.906,141,False,not_submitted,BPO_E,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD02709,2024-07-11,UK,English,Display Ad,Beauty,small_business,Sales,Misleading Claim,medium,Trusted by experts — see why customers switch,Check local rules before applying,approved_limited,approved_limited,approved_limited,0.977,0.905,112,False,not_submitted,BPO_E,experienced,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD02710,2024-09-21,ES,Spanish,Social Feed Ad,Gaming,enterprise,Sales,Health Claim,medium,Formulated to support healthy joints and mobility,Product information updated regularly,approved_limited,approved,approved_limited,0.988,0.553,131,False,not_submitted,BPO_B,experienced,none,True,False,False,False,False,False,False,flag_for_calibration,1,1,0,False,False
AD02711,2024-09-26,MX,Spanish,Video Ad,Food and Beverage,enterprise,Conversions,Brand Safety Risk,medium,"Unbranded alternatives — same quality, lower price",Individual results may vary,rejected,rejected,escalated,0.862,0.912,103,True,upheld,BPO_A,intermediate,market_nuance_error,False,True,False,False,True,False,False,add_to_model_feedback,2,3,3,False,False
AD02712,2024-02-12,UK,English,Shopping Ad,Health and Wellness,small_business,App Installs,Safe Ad,medium,New meal delivery plan for busy professionals,Offer valid while stocks last,approved,approved,approved,0.933,0.877,65,False,not_submitted,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD02713,2024-04-15,UK,English,Video Ad,Mobile Apps,mid_market,Brand Awareness,Misleading Claim,high,Scientifically proven to work in just one week,Age verification required,escalated,escalated,escalated,0.933,0.901,287,False,not_submitted,BPO_D,intermediate,none,True,True,True,False,False,False,False,no_action_required,2,2,2,False,False
AD02714,2024-05-09,UK,English,Display Ad,Travel,mid_market,App Installs,Political or Sensitive Content,low,Register to participate in local elections,Subject to regulatory approval,approved,approved,escalated,0.936,0.94,59,False,not_submitted,BPO_D,intermediate,over_rejection,False,True,False,True,False,False,False,add_to_model_feedback,2,0,0,False,False
AD02715,2024-09-21,BR,Portuguese,Display Ad,Gaming,small_business,Retargeting,Brand Safety Risk,medium,Generic alternatives at a fraction of the cost,Free trial followed by monthly subscription,approved,approved,rejected,0.614,0.97,110,False,not_submitted,BPO_A,experienced,over_rejection,False,True,False,True,False,False,False,no_action_required,3,0,0,False,False
AD02716,2024-04-29,UK,English,Search Ad,Retail,mid_market,Retargeting,Scam or Suspicious Offer,medium,You are the lucky visitor — collect your voucher,Pricing subject to change,escalated,escalated,escalated,0.932,0.828,96,False,not_submitted,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required,2,2,2,False,False
AD02717,2024-06-18,DE,German,Social Feed Ad,E-commerce,mid_market,Sales,Brand Safety Risk,high,Aggregated reviews for popular consumer brands,Not available in all regions,rejected,rejected,rejected,0.797,0.894,228,False,not_submitted,BPO_D,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD02718,2024-03-24,MX,Spanish,Shopping Ad,Finance,enterprise,Conversions,Adult or Suggestive Content,high,Exclusive member content for adult subscribers,Professional advice recommended,approved_limited,approved_limited,escalated,0.422,0.952,227,True,upheld,BPO_D,new,over_rejection,False,True,False,True,False,True,False,route_to_human_review,2,1,1,False,False
AD02719,2024-05-05,FR,French,Shopping Ad,Food and Beverage,small_business,App Installs,Health Claim,medium,Boost your morning routine with our daily blend,Standard delivery times apply,approved_limited,approved_limited,approved_limited,0.961,0.852,187,False,not_submitted,BPO_B,new,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD02720,2024-06-23,ES,Spanish,Video Ad,Health and Wellness,mid_market,Sales,Adult or Suggestive Content,high,Premium intimate product collection — discreet packaging,Promotional pricing for new customers only,rejected,rejected,escalated,0.286,0.976,203,True,reversed,BPO_E,intermediate,market_nuance_error,False,True,False,False,True,True,False,route_to_human_review,2,3,3,False,True
AD02721,2024-03-17,DE,German,Search Ad,Mobile Apps,small_business,Conversions,Political or Sensitive Content,high,Support our movement for local community change,Clinically inspired formula,rejected,rejected,rejected,0.889,0.974,181,True,upheld,BPO_E,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD02722,2024-02-10,BR,Portuguese,Shopping Ad,Mobile Apps,mid_market,Brand Awareness,Landing Page Issue,low,Exclusive offer — see our website for full details,Rates may vary by eligibility,approved,approved,approved,0.958,0.987,42,False,not_submitted,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD02723,2024-02-21,US,English,Search Ad,Retail,mid_market,Conversions,Financial Product Claim,high,Apply for a business credit line with no hidden fees,Results depend on individual use,approved,approved,approved_limited,0.351,0.932,170,False,not_submitted,BPO_C,experienced,over_rejection,False,True,False,True,False,True,False,route_to_human_review,1,0,0,False,False
AD02724,2024-06-15,US,English,Video Ad,Gaming,mid_market,Traffic,Adult or Suggestive Content,low,Adult social platform — age verification required,No purchase required,approved,approved,approved,0.917,0.948,52,False,not_submitted,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD02725,2024-02-29,UK,English,Shopping Ad,Education,mid_market,Conversions,Safe Ad,low,Explore thousands of products at unbeatable prices,Terms and conditions apply,approved,approved,approved,0.933,0.99,20,False,not_submitted,BPO_D,experienced,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD02726,2024-01-12,IT,Italian,Video Ad,Mobile Apps,small_business,Retargeting,Scam or Suspicious Offer,high,You are the lucky visitor — collect your voucher,Limited availability,escalated,approved_limited,escalated,0.877,0.588,164,False,not_submitted,BPO_B,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration,2,2,1,False,False
AD02727,2024-10-31,BR,Portuguese,Search Ad,Health and Wellness,small_business,Retargeting,Health Claim,medium,Premium vitamins developed with nutrition experts,Customer testimonials shown,approved,approved,approved,0.966,0.916,106,False,not_submitted,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD02728,2024-12-20,UK,English,Display Ad,E-commerce,enterprise,Sales,Safe Ad,low,Premium beauty bundle with customer reviews,Subscription renews monthly,approved,approved,approved,0.909,0.773,44,False,not_submitted,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD02729,2024-07-05,US,English,Social Feed Ad,Gaming,small_business,Conversions,Health Claim,medium,Boost your morning routine with our daily blend,Check local rules before applying,rejected,rejected,rejected,0.899,0.943,135,False,not_submitted,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD02730,2024-08-08,MX,Spanish,Search Ad,Education,enterprise,Sales,Landing Page Issue,medium,Details not shown here — view on our landing page,Product information updated regularly,rejected,rejected,rejected,0.961,0.895,130,True,reversed,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,True
AD02731,2024-03-01,FR,French,Social Feed Ad,Education,mid_market,Conversions,Financial Product Claim,medium,Compare flexible loan options in minutes,Individual results may vary,rejected,rejected,approved,0.365,0.915,104,False,not_submitted,BPO_E,experienced,claim_substantiation_issue,False,True,False,False,True,True,False,route_to_human_review,0,3,3,False,False
AD02732,2024-01-28,US,English,Video Ad,Retail,enterprise,Traffic,Safe Ad,low,Summer sale now on — limited time only,Offer valid while stocks last,approved,approved,approved,0.976,0.93,28,False,not_submitted,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD02733,2024-01-30,ES,Spanish,Display Ad,Gaming,small_business,Conversions,Financial Product Claim,high,Apply for a business credit line with no hidden fees,Age verification required,rejected,rejected,escalated,0.432,0.964,289,False,not_submitted,BPO_E,new,claim_substantiation_issue,False,True,False,False,True,True,False,route_to_human_review,2,3,3,False,False
AD02734,2024-03-10,US,English,Display Ad,Health and Wellness,mid_market,Traffic,Political or Sensitive Content,medium,Register to participate in local elections,Subject to regulatory approval,approved_limited,rejected,approved_limited,0.981,0.573,101,True,upheld,BPO_C,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration,1,1,3,False,False
AD02735,2024-02-10,US,English,Shopping Ad,Health and Wellness,small_business,Brand Awareness,Safe Ad,low,Discover our latest seasonal offers,Free trial followed by monthly subscription,approved,approved,approved,0.922,0.882,20,False,not_submitted,BPO_A,experienced,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD02736,2024-09-25,DE,German,Video Ad,Mobile Apps,strategic_account,Brand Awareness,Scam or Suspicious Offer,high,You are the lucky visitor — collect your voucher,Pricing subject to change,rejected,rejected,rejected,0.892,0.97,364,False,not_submitted,BPO_C,new,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD02737,2024-10-08,UK,English,Social Feed Ad,Gaming,mid_market,Traffic,Health Claim,low,Premium vitamins developed with nutrition experts,Not available in all regions,approved_limited,approved_limited,approved_limited,0.937,0.94,66,False,not_submitted,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD02738,2024-09-24,DE,German,Video Ad,Education,mid_market,Traffic,Misleading Claim,high,One simple approach to improve your outcomes fast,Professional advice recommended,rejected,rejected,rejected,0.921,0.866,170,False,not_submitted,BPO_A,experienced,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD02739,2024-04-14,IT,Italian,Search Ad,Travel,enterprise,App Installs,Misleading Claim,high,Trusted by experts — see why customers switch,Standard delivery times apply,escalated,approved_limited,approved,0.296,0.533,340,False,not_submitted,BPO_C,intermediate,high_risk_approval_miss,False,False,False,False,True,True,True,escalate_to_human_review,0,2,1,True,False
AD02740,2024-05-13,ES,Spanish,Video Ad,Mobile Apps,small_business,Traffic,Health Claim,medium,Formulated to support healthy joints and mobility,Promotional pricing for new customers only,approved_limited,approved_limited,approved_limited,0.964,0.953,120,False,not_submitted,BPO_A,intermediate,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD02741,2024-05-10,FR,French,Video Ad,Finance,mid_market,Sales,Scam or Suspicious Offer,high,Win a free gift card after completing a quick survey,Clinically inspired formula,rejected,rejected,rejected,0.927,0.976,277,False,not_submitted,BPO_D,new,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD02742,2024-02-24,BR,Portuguese,Video Ad,Health and Wellness,enterprise,Lead Generation,Adult or Suggestive Content,medium,Premium lifestyle subscription for adult users,Rates may vary by eligibility,rejected,rejected,rejected,0.871,0.988,125,False,not_submitted,BPO_C,new,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD02743,2024-06-21,UK,English,Shopping Ad,Food and Beverage,small_business,Lead Generation,Safe Ad,low,Premium beauty bundle with customer reviews,Results depend on individual use,approved_limited,approved_limited,approved_limited,0.942,0.933,21,False,not_submitted,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD02744,2024-07-14,BR,Portuguese,App Install Ad,Gaming,strategic_account,Traffic,Safe Ad,medium,Try our gaming app with exclusive starter rewards,No purchase required,approved,approved,approved,0.939,0.889,76,False,not_submitted,BPO_A,experienced,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
