ad_id,created_date,market,language,ad_format,industry_vertical,advertiser_tier,campaign_objective,policy_category,risk_level,ad_text,landing_page_claim,golden_label,human_label,llm_label,llm_confidence_score,human_confidence_score,review_time_seconds,appeal_submitted,appeal_result,bpo_team,reviewer_tenure,error_type,is_llm_correct,is_human_correct,is_human_ai_agreement,is_advertiser_over_rejection,is_policy_risk_miss,is_low_confidence_case,is_high_risk_approval_miss,recommended_action
AD02442,2024-07-03,UK,English,Shopping Ad,E-commerce,strategic_account,Retargeting,Safe Ad,low,New meal delivery plan for busy professionals,Rates may vary by eligibility,approved,approved,approved,0.924,0.959,40,False,not_submitted,BPO_D,new,none,True,True,True,False,False,False,False,no_action_required
AD02443,2024-03-20,UK,English,Social Feed Ad,E-commerce,mid_market,Lead Generation,Brand Safety Risk,low,Off-brand gadgets with comparable performance,Results depend on individual use,approved_limited,approved_limited,escalated,0.96,0.931,50,False,not_submitted,BPO_B,experienced,over_rejection,False,True,False,True,False,False,False,add_to_model_feedback
AD02444,2024-05-15,DE,German,Search Ad,Education,small_business,Sales,Safe Ad,low,Try our gaming app with exclusive starter rewards,No purchase required,approved,approved,approved,0.889,0.873,50,False,not_submitted,BPO_A,new,none,True,True,True,False,False,False,False,no_action_required
AD02445,2024-04-30,DE,German,Search Ad,Mobile Apps,enterprise,Lead Generation,Adult or Suggestive Content,medium,Romance and mature content — 18 plus only,Terms and conditions apply,approved_limited,approved_limited,escalated,0.849,0.981,110,False,not_submitted,BPO_B,experienced,over_rejection,False,True,False,True,False,False,False,add_to_model_feedback
AD02446,2024-12-02,ES,Spanish,Social Feed Ad,Beauty,mid_market,Sales,Health Claim,high,Gentle formula to support digestive comfort,Limited availability,approved,approved,rejected,0.303,0.909,204,False,not_submitted,BPO_C,experienced,over_rejection,False,True,False,True,False,True,False,route_to_human_review
AD02447,2024-05-30,FR,French,Social Feed Ad,Food and Beverage,small_business,Sales,Restricted Product,high,Sports betting — new member welcome offer,Customer testimonials shown,rejected,rejected,rejected,0.99,0.897,210,True,upheld,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required
AD02448,2024-02-03,US,English,Display Ad,Gaming,mid_market,Sales,Safe Ad,low,Free delivery on orders over 30 EUR,Subscription renews monthly,approved,approved,approved,0.796,0.98,44,False,not_submitted,BPO_A,new,none,True,True,True,False,False,False,False,no_action_required
AD02449,2024-03-01,ES,Spanish,Video Ad,Health and Wellness,enterprise,Lead Generation,Financial Product Claim,high,Refinance your loan and lower your monthly payment,Check local rules before applying,rejected,rejected,rejected,0.927,0.963,470,True,upheld,BPO_A,new,none,True,True,True,False,False,False,False,no_action_required
AD02450,2024-07-21,ES,Spanish,Video Ad,Beauty,mid_market,Traffic,Landing Page Issue,medium,Details not shown here — view on our landing page,Product information updated regularly,approved_limited,escalated,approved_limited,0.942,0.58,35,False,not_submitted,BPO_D,experienced,none,True,False,False,False,False,False,False,flag_for_calibration
AD02451,2024-01-05,IT,Italian,Display Ad,E-commerce,enterprise,Lead Generation,Health Claim,high,Natural supplement to support your daily routine,Individual results may vary,approved_limited,approved_limited,approved,0.367,0.864,209,False,not_submitted,BPO_D,intermediate,high_risk_approval_miss,False,True,False,False,True,True,True,escalate_to_human_review
AD02452,2024-03-31,IT,Italian,Display Ad,Finance,enterprise,Brand Awareness,Restricted Product,high,Licensed lottery tickets available in your region,Offer valid while stocks last,approved_limited,approved_limited,approved_limited,0.91,0.946,256,False,not_submitted,BPO_A,new,none,True,True,True,False,False,False,False,no_action_required
AD02453,2024-08-08,ES,Spanish,Video Ad,Health and Wellness,mid_market,Brand Awareness,Misleading Claim,high,Scientifically proven to work in just one week,Age verification required,approved_limited,approved_limited,approved_limited,0.847,0.964,248,False,not_submitted,BPO_D,new,none,True,True,True,False,False,False,False,no_action_required
AD02454,2024-11-06,BR,Portuguese,Social Feed Ad,Finance,small_business,Brand Awareness,Adult or Suggestive Content,low,Adult social platform — age verification required,Subject to regulatory approval,approved_limited,approved_limited,rejected,0.908,0.968,35,False,not_submitted,BPO_E,experienced,over_rejection,False,True,False,True,False,False,False,add_to_model_feedback
AD02455,2024-02-05,ES,Spanish,App Install Ad,Mobile Apps,enterprise,Retargeting,Financial Product Claim,high,Fast approval personal loans — apply today,Free trial followed by monthly subscription,rejected,rejected,rejected,0.909,0.955,322,False,not_submitted,BPO_E,experienced,none,True,True,True,False,False,False,False,no_action_required
AD02456,2024-05-03,DE,German,Social Feed Ad,Food and Beverage,small_business,Conversions,Safe Ad,low,This course helps beginners learn data analytics,Pricing subject to change,approved,approved,approved,0.925,0.886,39,False,not_submitted,BPO_A,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD02457,2024-05-22,ES,Spanish,Social Feed Ad,Finance,small_business,App Installs,Misleading Claim,medium,Earn passive income with our proven system,Not available in all regions,approved_limited,approved_limited,approved_limited,0.862,0.876,115,False,not_submitted,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD02458,2024-11-11,FR,French,Shopping Ad,Education,small_business,App Installs,Health Claim,medium,Wellness supplements crafted from natural extracts,Professional advice recommended,approved_limited,approved_limited,approved_limited,0.932,0.948,92,False,not_submitted,BPO_A,experienced,none,True,True,True,False,False,False,False,no_action_required
AD02459,2024-10-14,US,English,Search Ad,Gaming,enterprise,Conversions,Misleading Claim,medium,Trusted by experts — see why customers switch,Standard delivery times apply,approved_limited,rejected,approved_limited,0.838,0.6,111,False,not_submitted,BPO_A,new,none,True,False,False,False,False,False,False,flag_for_calibration
AD02460,2024-12-04,DE,German,Social Feed Ad,Food and Beverage,small_business,Brand Awareness,Safe Ad,medium,Book your summer getaway with flexible cancellation,Promotional pricing for new customers only,approved,approved,rejected,0.931,0.969,75,False,not_submitted,BPO_E,experienced,over_rejection,False,True,False,True,False,False,False,add_to_model_feedback
AD02461,2024-08-14,BR,Portuguese,Video Ad,Finance,small_business,Traffic,Brand Safety Risk,high,"Unbranded alternatives — same quality, lower price",Clinically inspired formula,approved_limited,escalated,approved_limited,0.94,0.44,154,False,not_submitted,BPO_E,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration
AD02462,2024-03-03,IT,Italian,Social Feed Ad,Beauty,small_business,Retargeting,Brand Safety Risk,high,Compare brand prices before you buy,Rates may vary by eligibility,rejected,rejected,rejected,0.923,0.958,316,False,not_submitted,BPO_B,new,none,True,True,True,False,False,False,False,no_action_required
AD02463,2024-12-08,FR,French,Search Ad,E-commerce,small_business,Traffic,Scam or Suspicious Offer,low,Claim your free device — only 3 slots remaining,Results depend on individual use,rejected,rejected,rejected,0.847,0.973,49,False,not_submitted,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD02464,2024-10-02,ES,Spanish,App Install Ad,Retail,strategic_account,Traffic,Safe Ad,high,Shop the new collection — fresh arrivals weekly,No purchase required,approved,approved,approved,0.919,0.99,119,False,not_submitted,BPO_A,new,none,True,True,True,False,False,False,False,no_action_required
AD02465,2024-08-29,UK,English,App Install Ad,Travel,mid_market,Conversions,Financial Product Claim,high,Fast approval personal loans — apply today,Terms and conditions apply,approved,approved_limited,approved,0.939,0.457,264,True,upheld,BPO_E,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration
AD02466,2024-05-07,IT,Italian,Search Ad,Beauty,enterprise,Retargeting,Safe Ad,low,Try our award-winning customer service,Limited availability,approved_limited,approved_limited,approved_limited,0.943,0.946,31,False,not_submitted,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required
AD02467,2024-10-17,BR,Portuguese,Display Ad,Retail,enterprise,Retargeting,Safe Ad,high,"Join over 500,000 happy customers worldwide",Customer testimonials shown,approved,approved,approved,0.858,0.955,112,False,not_submitted,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD02468,2024-05-27,ES,Spanish,Search Ad,Mobile Apps,small_business,Retargeting,Misleading Claim,low,One simple approach to improve your outcomes fast,Subscription renews monthly,rejected,rejected,rejected,0.898,0.98,41,False,not_submitted,BPO_E,experienced,none,True,True,True,False,False,False,False,no_action_required
AD02469,2024-04-28,ES,Spanish,Shopping Ad,Travel,enterprise,Sales,Financial Product Claim,medium,Refinance your loan and lower your monthly payment,Check local rules before applying,approved,approved,rejected,0.928,0.914,191,True,upheld,BPO_A,new,over_rejection,False,True,False,True,False,False,False,add_to_model_feedback
AD02470,2024-04-10,US,English,Social Feed Ad,Food and Beverage,strategic_account,Retargeting,Scam or Suspicious Offer,high,Verify your account to receive your free reward,Product information updated regularly,rejected,rejected,rejected,0.989,0.94,216,True,upheld,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD02471,2024-08-28,DE,German,Search Ad,Health and Wellness,enterprise,App Installs,Misleading Claim,medium,Results guaranteed or full refund — no questions asked,Individual results may vary,rejected,rejected,rejected,0.953,0.846,82,True,reversed,BPO_D,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD02472,2024-08-13,BR,Portuguese,Shopping Ad,Travel,enterprise,Traffic,Restricted Product,medium,Licensed lottery tickets available in your region,Offer valid while stocks last,rejected,approved_limited,rejected,0.988,0.464,88,True,upheld,BPO_C,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration
AD02473,2024-03-23,IT,Italian,Display Ad,Retail,mid_market,App Installs,Political or Sensitive Content,medium,Civic engagement platform — your voice matters,Age verification required,approved,escalated,rejected,0.294,0.431,173,False,not_submitted,BPO_D,new,over_rejection,False,False,False,True,False,True,False,route_to_human_review
AD02474,2024-05-05,DE,German,Video Ad,Gaming,enterprise,Conversions,Financial Product Claim,medium,Find the best savings rate for your goals,Subject to regulatory approval,approved_limited,approved_limited,approved_limited,0.874,0.93,96,False,not_submitted,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required
AD02475,2024-03-23,US,English,Video Ad,Beauty,small_business,Conversions,Landing Page Issue,medium,Click to reveal your personalized offer,Free trial followed by monthly subscription,approved,approved,escalated,0.853,0.901,171,False,not_submitted,BPO_D,new,over_rejection,False,True,False,True,False,False,False,add_to_model_feedback
AD02476,2024-09-27,FR,French,Video Ad,Food and Beverage,enterprise,Brand Awareness,Adult or Suggestive Content,medium,Dating service for singles — create your profile,Pricing subject to change,approved_limited,approved_limited,rejected,0.431,0.99,141,False,not_submitted,BPO_C,new,over_rejection,False,True,False,True,False,True,False,route_to_human_review
AD02477,2024-05-05,UK,English,Video Ad,Food and Beverage,small_business,Conversions,Brand Safety Risk,medium,Aggregated reviews for popular consumer brands,Not available in all regions,rejected,rejected,rejected,0.839,0.89,156,False,not_submitted,BPO_A,new,none,True,True,True,False,False,False,False,no_action_required
AD02478,2024-10-11,UK,English,Display Ad,Food and Beverage,mid_market,Lead Generation,Adult or Suggestive Content,medium,Exclusive member content for adult subscribers,Professional advice recommended,rejected,rejected,approved,0.947,0.877,129,False,not_submitted,BPO_B,experienced,policy_risk_miss,False,True,False,False,True,False,False,add_to_model_feedback
AD02479,2024-03-25,US,English,Video Ad,Education,enterprise,Lead Generation,Political or Sensitive Content,medium,Sign the petition for transparent public spending,Standard delivery times apply,approved_limited,approved_limited,approved,0.908,0.939,129,False,not_submitted,BPO_B,new,policy_risk_miss,False,True,False,False,True,False,False,add_to_model_feedback
AD02480,2024-05-24,MX,Spanish,App Install Ad,Health and Wellness,mid_market,Traffic,Adult or Suggestive Content,medium,Premium intimate product collection — discreet packaging,Promotional pricing for new customers only,rejected,rejected,rejected,0.816,0.947,179,False,not_submitted,BPO_C,new,none,True,True,True,False,False,False,False,no_action_required
AD02481,2024-01-10,DE,German,Video Ad,Health and Wellness,small_business,Brand Awareness,Safe Ad,low,Try our award-winning customer service,Clinically inspired formula,approved,approved,approved,0.956,0.932,26,False,not_submitted,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD02482,2024-01-02,UK,English,App Install Ad,Food and Beverage,enterprise,Sales,Political or Sensitive Content,high,Join the conversation about fair representation,Rates may vary by eligibility,approved,approved,approved,0.854,0.99,201,False,not_submitted,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD02483,2024-01-11,FR,French,Social Feed Ad,Mobile Apps,strategic_account,App Installs,Brand Safety Risk,medium,Off-brand gadgets with comparable performance,Results depend on individual use,approved,approved,approved_limited,0.398,0.773,139,False,not_submitted,BPO_A,new,over_rejection,False,True,False,True,False,True,False,route_to_human_review
AD02484,2024-01-25,US,English,Shopping Ad,Beauty,mid_market,Traffic,Safe Ad,low,Download our app and track your order in real time,No purchase required,approved,approved,approved,0.917,0.957,20,False,not_submitted,BPO_E,experienced,none,True,True,True,False,False,False,False,no_action_required
AD02485,2024-12-04,BR,Portuguese,Display Ad,Travel,enterprise,Sales,Brand Safety Risk,high,Generic alternatives at a fraction of the cost,Terms and conditions apply,approved,approved,escalated,0.309,0.966,202,False,not_submitted,BPO_D,intermediate,over_rejection,False,True,False,True,False,True,False,route_to_human_review
AD02486,2024-04-09,US,English,Shopping Ad,Travel,enterprise,App Installs,Health Claim,medium,Gentle formula to support digestive comfort,Limited availability,approved,escalated,escalated,0.341,0.505,176,False,not_submitted,BPO_D,new,over_rejection,False,False,True,True,False,True,False,route_to_human_review
AD02487,2024-07-13,BR,Portuguese,Display Ad,E-commerce,enterprise,Conversions,Financial Product Claim,medium,Open a savings account and start earning today,Customer testimonials shown,approved_limited,approved,approved,0.389,0.501,182,False,not_submitted,BPO_B,new,claim_substantiation_issue,False,False,True,False,True,True,False,route_to_human_review
AD02488,2024-12-14,BR,Portuguese,Search Ad,Education,small_business,Retargeting,Scam or Suspicious Offer,high,Free product trial — no card required — act fast,Subscription renews monthly,rejected,escalated,rejected,0.846,0.584,154,False,not_submitted,BPO_D,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration
AD02489,2024-06-26,FR,French,Search Ad,Retail,mid_market,Retargeting,Landing Page Issue,low,Offer subject to eligibility — check website,Check local rules before applying,escalated,escalated,rejected,0.347,0.96,71,False,not_submitted,BPO_B,experienced,over_rejection,False,True,False,True,False,True,False,route_to_human_review
AD02490,2024-05-23,ES,Spanish,Search Ad,Mobile Apps,enterprise,App Installs,Safe Ad,low,Book your summer getaway with flexible cancellation,Product information updated regularly,rejected,rejected,rejected,0.877,0.891,35,False,not_submitted,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required
AD02491,2024-09-23,MX,Spanish,App Install Ad,Health and Wellness,strategic_account,App Installs,Landing Page Issue,medium,Best deal online — click here to learn more,Individual results may vary,approved_limited,approved_limited,approved_limited,0.85,0.988,104,False,not_submitted,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD02492,2024-09-28,US,English,App Install Ad,Gaming,small_business,Retargeting,Misleading Claim,medium,The only product that truly delivers on its promise,Offer valid while stocks last,rejected,rejected,rejected,0.938,0.946,75,False,not_submitted,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required
AD02493,2024-02-06,FR,French,Shopping Ad,Retail,small_business,Conversions,Safe Ad,medium,Free delivery on orders over 30 EUR,Age verification required,approved,approved_limited,approved,0.9,0.403,54,False,not_submitted,BPO_D,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration
AD02494,2024-12-07,MX,Spanish,Search Ad,Finance,small_business,Lead Generation,Brand Safety Risk,low,Independent reviews of popular consumer products,Subject to regulatory approval,rejected,approved,rejected,0.987,0.558,54,False,not_submitted,BPO_B,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration
AD02495,2024-02-14,MX,Spanish,Shopping Ad,Mobile Apps,enterprise,App Installs,Safe Ad,low,Discover our latest seasonal offers,Free trial followed by monthly subscription,approved,approved,approved,0.874,0.901,28,False,not_submitted,BPO_D,experienced,none,True,True,True,False,False,False,False,no_action_required
AD02496,2024-05-04,DE,German,Social Feed Ad,Gaming,enterprise,Lead Generation,Safe Ad,low,Try our award-winning customer service,Pricing subject to change,approved_limited,approved_limited,rejected,0.955,0.99,23,False,not_submitted,BPO_C,experienced,over_rejection,False,True,False,True,False,False,False,add_to_model_feedback
AD02497,2024-12-13,ES,Spanish,Display Ad,Travel,mid_market,Lead Generation,Adult or Suggestive Content,low,Mature content platform — verified adult access,Not available in all regions,rejected,rejected,rejected,0.93,0.938,50,False,not_submitted,BPO_E,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD02498,2024-07-23,UK,English,Video Ad,Finance,small_business,Traffic,Brand Safety Risk,medium,Side-by-side comparisons of competing products,Professional advice recommended,escalated,escalated,escalated,0.87,0.916,123,False,not_submitted,BPO_A,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD02499,2024-07-26,BR,Portuguese,Social Feed Ad,Retail,small_business,Conversions,Brand Safety Risk,low,Switch and save — see how alternatives stack up,Standard delivery times apply,escalated,escalated,escalated,0.908,0.918,59,False,not_submitted,BPO_E,experienced,none,True,True,True,False,False,False,False,no_action_required
AD02500,2024-11-07,DE,German,Search Ad,Travel,enterprise,Lead Generation,Restricted Product,high,Adult entertainment content — 18 years and over,Promotional pricing for new customers only,rejected,escalated,rejected,0.944,0.556,200,False,not_submitted,BPO_A,new,none,True,False,False,False,False,False,False,flag_for_calibration
AD02501,2024-06-12,FR,French,Video Ad,Travel,small_business,Sales,Scam or Suspicious Offer,high,Win a free gift card after completing a quick survey,Clinically inspired formula,rejected,rejected,rejected,0.927,0.977,121,False,not_submitted,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD02502,2024-08-12,IT,Italian,Social Feed Ad,Gaming,small_business,Lead Generation,Health Claim,high,Clinically inspired formula for daily wellness,Rates may vary by eligibility,approved_limited,approved_limited,approved_limited,0.913,0.983,153,False,not_submitted,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD02503,2024-07-18,MX,Spanish,Search Ad,Beauty,small_business,Conversions,Misleading Claim,medium,Scientifically proven to work in just one week,Results depend on individual use,approved_limited,approved_limited,approved_limited,0.981,0.97,120,False,not_submitted,BPO_D,experienced,none,True,True,True,False,False,False,False,no_action_required
AD02504,2024-02-10,BR,Portuguese,Video Ad,Food and Beverage,enterprise,Sales,Landing Page Issue,medium,Special rate unlocked — visit landing page now,No purchase required,rejected,rejected,rejected,0.908,0.915,170,True,upheld,BPO_A,new,none,True,True,True,False,False,False,False,no_action_required
AD02505,2024-04-21,US,English,Social Feed Ad,E-commerce,mid_market,Lead Generation,Political or Sensitive Content,low,Community forum for policy discussions,Terms and conditions apply,approved,approved,approved,0.961,0.986,73,False,not_submitted,BPO_B,new,none,True,True,True,False,False,False,False,no_action_required
AD02506,2024-10-07,FR,French,Social Feed Ad,Finance,small_business,Retargeting,Landing Page Issue,low,Your custom quote is ready — click to view,Limited availability,escalated,escalated,escalated,0.979,0.963,66,False,not_submitted,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD02507,2024-04-29,MX,Spanish,App Install Ad,Food and Beverage,small_business,Traffic,Adult or Suggestive Content,medium,Mature content platform — verified adult access,Customer testimonials shown,escalated,escalated,escalated,0.955,0.922,85,False,not_submitted,BPO_E,new,none,True,True,True,False,False,False,False,no_action_required
AD02508,2024-11-25,MX,Spanish,Shopping Ad,Health and Wellness,strategic_account,Traffic,Safe Ad,low,Free delivery on orders over 30 EUR,Subscription renews monthly,approved,approved,approved,0.973,0.921,35,False,not_submitted,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required
AD02509,2024-12-16,DE,German,Social Feed Ad,Education,mid_market,Retargeting,Landing Page Issue,medium,Offer subject to eligibility — check website,Check local rules before applying,approved,approved,approved,0.919,0.948,174,False,not_submitted,BPO_A,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD02510,2024-10-07,ES,Spanish,Social Feed Ad,Gaming,mid_market,Traffic,Safe Ad,low,Discover our latest seasonal offers,Product information updated regularly,approved,approved,approved,0.974,0.886,31,False,not_submitted,BPO_D,experienced,none,True,True,True,False,False,False,False,no_action_required
AD02511,2024-01-01,DE,German,Social Feed Ad,Food and Beverage,small_business,Traffic,Political or Sensitive Content,low,Support our movement for local community change,Individual results may vary,approved,approved,approved_limited,0.446,0.938,28,False,not_submitted,BPO_B,experienced,over_rejection,False,True,False,True,False,True,False,route_to_human_review
AD02512,2024-10-01,US,English,Social Feed Ad,Beauty,small_business,Brand Awareness,Safe Ad,low,"Join over 500,000 happy customers worldwide",Offer valid while stocks last,approved,approved,approved,0.89,0.899,42,False,not_submitted,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD02513,2024-12-24,FR,French,Search Ad,Food and Beverage,enterprise,Lead Generation,Political or Sensitive Content,medium,Civic engagement platform — your voice matters,Age verification required,approved,approved,approved,0.886,0.928,138,False,not_submitted,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required
AD02514,2024-10-02,FR,French,Social Feed Ad,Finance,enterprise,App Installs,Safe Ad,low,Download our app and track your order in real time,Subject to regulatory approval,approved_limited,approved_limited,approved_limited,0.866,0.924,52,True,reversed,BPO_D,new,none,True,True,True,False,False,False,False,no_action_required
AD02515,2024-08-20,UK,English,Social Feed Ad,Mobile Apps,mid_market,Lead Generation,Adult or Suggestive Content,high,Romance and mature content — 18 plus only,Free trial followed by monthly subscription,approved_limited,approved_limited,approved_limited,0.977,0.909,135,False,not_submitted,BPO_E,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD02516,2024-08-11,BR,Portuguese,Video Ad,E-commerce,enterprise,Lead Generation,Health Claim,low,Gentle formula to support digestive comfort,Pricing subject to change,approved_limited,approved_limited,approved,0.934,0.969,79,True,upheld,BPO_A,intermediate,claim_substantiation_issue,False,True,False,False,True,False,False,add_to_model_feedback
AD02517,2024-06-29,UK,English,Shopping Ad,Beauty,small_business,App Installs,Brand Safety Risk,low,Aggregated reviews for popular consumer brands,Not available in all regions,approved,approved,rejected,0.369,0.859,105,False,not_submitted,BPO_E,new,over_rejection,False,True,False,True,False,True,False,route_to_human_review
AD02518,2024-03-31,UK,English,Social Feed Ad,Gaming,enterprise,Conversions,Adult or Suggestive Content,medium,Exclusive member content for adult subscribers,Professional advice recommended,approved_limited,approved_limited,approved_limited,0.934,0.949,100,False,not_submitted,BPO_E,new,none,True,True,True,False,False,False,False,no_action_required
AD02519,2024-06-23,ES,Spanish,Display Ad,Beauty,small_business,Conversions,Health Claim,high,Boost your morning routine with our daily blend,Standard delivery times apply,approved,approved,approved,0.923,0.909,81,False,not_submitted,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD02520,2024-11-28,UK,English,Search Ad,Finance,small_business,Conversions,Political or Sensitive Content,medium,Engage with your local elected representatives,Promotional pricing for new customers only,approved,approved,approved,0.953,0.912,129,False,not_submitted,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD02521,2024-02-01,UK,English,Search Ad,Food and Beverage,enterprise,Traffic,Financial Product Claim,medium,Compare flexible loan options in minutes,Clinically inspired formula,approved,approved,approved,0.811,0.983,145,False,not_submitted,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required
AD02522,2024-02-17,ES,Spanish,Display Ad,Travel,strategic_account,App Installs,Safe Ad,medium,Summer sale now on — limited time only,Rates may vary by eligibility,rejected,approved_limited,rejected,0.953,0.399,122,False,not_submitted,BPO_C,new,none,True,False,False,False,False,False,False,flag_for_calibration
AD02523,2024-11-15,US,English,Video Ad,Food and Beverage,enterprise,App Installs,Brand Safety Risk,medium,Off-brand gadgets with comparable performance,Results depend on individual use,approved,approved,rejected,0.919,0.964,167,False,not_submitted,BPO_D,new,over_rejection,False,True,False,True,False,False,False,add_to_model_feedback
AD02524,2024-10-28,ES,Spanish,Search Ad,Mobile Apps,mid_market,Traffic,Financial Product Claim,low,Find the best savings rate for your goals,No purchase required,approved_limited,approved_limited,approved,0.435,0.954,49,False,not_submitted,BPO_D,experienced,claim_substantiation_issue,False,True,False,False,True,True,False,route_to_human_review
AD02525,2024-07-05,MX,Spanish,Search Ad,Gaming,enterprise,App Installs,Safe Ad,low,Discover our latest seasonal offers,Terms and conditions apply,approved,approved,approved,0.851,0.962,32,False,not_submitted,BPO_C,new,none,True,True,True,False,False,False,False,no_action_required
AD02526,2024-05-11,UK,English,Display Ad,Travel,enterprise,Sales,Brand Safety Risk,medium,Budget alternatives for expensive branded goods,Limited availability,escalated,escalated,escalated,0.936,0.99,84,True,upheld,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required
AD02527,2024-02-10,MX,Spanish,Shopping Ad,Beauty,small_business,Traffic,Landing Page Issue,medium,See full terms on our website before applying,Customer testimonials shown,approved_limited,rejected,approved,0.375,0.428,114,False,not_submitted,BPO_C,experienced,landing_page_mismatch,False,False,False,False,True,True,False,route_to_human_review
AD02528,2024-09-02,MX,Spanish,Shopping Ad,Finance,mid_market,Lead Generation,Scam or Suspicious Offer,medium,Free product trial — no card required — act fast,Subscription renews monthly,rejected,approved,rejected,0.911,0.562,128,False,not_submitted,BPO_C,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration
AD02529,2024-07-15,BR,Portuguese,Video Ad,Food and Beverage,mid_market,Retargeting,Misleading Claim,high,Trusted by experts — see why customers switch,Check local rules before applying,rejected,rejected,escalated,0.54,0.918,229,False,not_submitted,BPO_A,intermediate,market_nuance_error,False,True,False,False,True,True,False,route_to_human_review
AD02530,2024-10-20,ES,Spanish,Search Ad,Beauty,mid_market,Lead Generation,Health Claim,high,Formulated to support healthy joints and mobility,Product information updated regularly,approved_limited,approved_limited,approved,0.864,0.907,155,True,upheld,BPO_B,experienced,high_risk_approval_miss,False,True,False,False,True,False,True,escalate_to_human_review
AD02531,2024-05-12,ES,Spanish,Search Ad,E-commerce,enterprise,Traffic,Safe Ad,medium,This course helps beginners learn data analytics,Individual results may vary,approved,approved,approved,0.898,0.941,54,False,not_submitted,BPO_D,experienced,none,True,True,True,False,False,False,False,no_action_required
AD02532,2024-10-18,ES,Spanish,Search Ad,Health and Wellness,mid_market,App Installs,Landing Page Issue,high,Exclusive offer — see our website for full details,Offer valid while stocks last,approved,approved_limited,approved,0.917,0.526,132,False,not_submitted,BPO_E,experienced,none,True,False,False,False,False,False,False,flag_for_calibration
AD02533,2024-12-14,IT,Italian,Video Ad,Mobile Apps,small_business,Lead Generation,Landing Page Issue,high,Limited time pricing — available on our site only,Age verification required,approved,approved,approved_limited,0.286,0.972,182,False,not_submitted,BPO_E,experienced,over_rejection,False,True,False,True,False,True,False,route_to_human_review
AD02534,2024-02-28,FR,French,Search Ad,Travel,small_business,Conversions,Misleading Claim,medium,Double your savings with our exclusive method,Subject to regulatory approval,approved_limited,approved_limited,approved_limited,0.955,0.953,82,False,not_submitted,BPO_E,intermediate,none,True,True,True,False,False,False,False,no_action_required
AD02535,2024-10-06,MX,Spanish,Display Ad,Education,enterprise,Traffic,Safe Ad,medium,Book your summer getaway with flexible cancellation,Free trial followed by monthly subscription,approved,approved,approved,0.923,0.87,133,False,not_submitted,BPO_D,new,none,True,True,True,False,False,False,False,no_action_required
AD02536,2024-08-10,ES,Spanish,App Install Ad,Education,small_business,Retargeting,Adult or Suggestive Content,high,Dating service for singles — create your profile,Pricing subject to change,approved_limited,approved_limited,approved_limited,0.911,0.935,139,False,not_submitted,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required
AD02537,2024-05-28,BR,Portuguese,Video Ad,Finance,enterprise,Sales,Landing Page Issue,high,See full terms on our website before applying,Not available in all regions,approved,approved,escalated,0.32,0.947,201,False,not_submitted,BPO_D,new,over_rejection,False,True,False,True,False,True,False,route_to_human_review
AD02538,2024-03-19,US,English,Shopping Ad,Beauty,small_business,Brand Awareness,Health Claim,low,Wellness supplements crafted from natural extracts,Professional advice recommended,approved_limited,approved_limited,approved_limited,0.919,0.968,59,False,not_submitted,BPO_E,intermediate,none,True,True,True,False,False,False,False,no_action_required
